timestamp,transaction_id,product_type,details,amount,price,total_value
2024-05-02,M8N0ITDY6M1TS6OO0OLY,ticket,2024_20C_014_130,4,9,36
2024-05-02,QQYG355JLWRN3ELH6FQ2,ticket,2024_20C_014_130,3,11,33
2024-05-02,GOURPBNQLGVGDHKHILI4,ticket,2024_20C_014_130,1,8,8
2024-05-02,TDKNY6N6CR3VA0BN55VS,ticket,2024_20C_014_130,2,15,30
2024-05-02,GZLKB9WRT7PB361EHVIZ,ticket,2024_20C_014_130,1,15,15
2024-05-02,A00UHFQ5HLAG3G9CVZLZ,ticket,2024_20C_014_130,3,11,33
2024-05-02,TM0MXYX2A4XZKFYG5VVP,ticket,2024_20C_014_130,2,10,20
2024-05-02,V4BO5JCOQIVYKDK61P3B,ticket,2024_20C_014_130,1,15,15
2024-05-02,FPW0JFZBS7DOQXKA4AF9,ticket,2024_20C_014_130,3,14,42
2024-05-02,H2W7JHJFA2GGJ2IOCIOR,ticket,2024_20C_014_130,1,12,12
2024-05-02,PUFFS9T0CXEE27TNSR8N,drinks,,1,6,6
2024-05-02,UDF62IRMWJXXTBTVPBNU,snacks,,1,6,6
2024-05-02,OE6M3H6M4Z1HQKRCFF9P,ticket,2024_20C_014_130,3,15,45
2024-05-02,91LISJTU8AX52A8I7NNQ,snacks,,2,6,12
2024-05-02,KNNXBPVBS0FNRXSPRF2S,ticket,2024_20C_014_130,1,11,11
2024-05-02,ISWVZ43T3I6F8AZRZPDG,ticket,2024_20C_014_130,5,11,55
2024-05-02,6BN9MIBBPY3U061Y883U,ticket,2024_20C_014_130,2,15,30
2024-05-02,8Z9RVC37ALO3AQPZM4R3,ticket,2024_20C_014_130,2,15,30
2024-05-02,VB0ZUYUEUNJN1T2WJH52,drinks,,3,9,27
2024-05-02,ACROCYCK7CM9F3MW3VQS,ticket,2024_20C_014_130,1,9,9
2024-05-02,L603IPWGHACYW4XGH6TO,drinks,,1,10,10
2024-05-02,AZHTA0MFZ1HN39O38CIC,ticket,2024_20C_014_130,2,8,16
2024-05-02,RX852X08R86XXPGSQICR,ticket,2024_20C_014_130,5,8,40
2024-05-02,NHB7IKURV9XZ3FN8HOXD,ticket,2024_20C_014_130,1,11,11
2024-05-02,BUBT3S37UICKVX7CLL2D,ticket,2024_20C_014_130,1,10,10
2024-05-02,TQYZ4QQCFW5YMO21C9BI,ticket,2024_20C_014_130,4,15,60
2024-05-02,LPL76VLI1K5IHL1XVJO0,ticket,2024_20C_014_130,3,11,33
2024-05-02,AQX9KJSPWH8SE6AR6SF6,ticket,2024_20C_014_130,3,14,42
2024-05-02,TVAW9ZEM2EGUPCF50EZY,snacks,,1,6,6
2024-05-02,QFWL2XJYIOM1RVZ1AS86,ticket,2024_20C_014_130,2,9,18
2024-05-02,WTRROENQZPJZ9ZV4F486,ticket,2024_20C_014_130,2,10,20
2024-05-02,IWAOBHLOYDZHVMV2LHMT,snacks,,2,9,18
2024-05-02,K2XRTTJ4N5V7ZPDYG256,ticket,2024_20C_014_130,2,12,24
2024-05-02,SUGY7C8OOK8DBJ3JVEK5,ticket,2024_20C_014_130,4,12,48
2024-05-02,EB39FJBTAO8JMLPQ0XNO,snacks,,3,6,18
2024-05-02,3KTSSPPQ6S2K1OPFBX4V,ticket,2024_20C_014_130,4,10,40
2024-05-02,Q2NTH25Q556UVW9DYQPW,ticket,2024_20C_014_130,2,12,24
2024-05-02,0JICP6VJWPANFW7AB224,ticket,2024_20C_014_130,2,10,20
2024-05-02,7WLBTW0HR53PHKEFXFOI,ticket,2024_20C_014_130,2,15,30
2024-05-02,2ACRLPIKZ8QP2M1JX4N1,ticket,2024_20C_014_130,2,14,28
2024-05-02,MTG9L4VGKPZZE5KLOBWW,ticket,2024_20C_014_130,4,8,32
2024-05-02,L7BRBE0FVU1SLEKXMKOS,ticket,2024_20C_014_130,5,15,75
2024-05-02,PCE4LUQREFO5PGCUU1FD,ticket,2024_20C_014_130,3,15,45
2024-05-02,A3JKJGAVD1QFOCY7BHD8,drinks,,3,9,27
2024-05-02,6F8LATOG9BDXMYF6U6ZF,ticket,2024_20C_014_130,5,10,50
2024-05-02,3PQRTCS8Y77TBODTN9SO,drinks,,1,9,9
2024-05-02,BW0AYQBCS6DL1LS2MWT4,ticket,2024_20C_014_130,2,14,28
2024-05-02,YDEOE3U2ZF8QO4T3IG4H,ticket,2024_20C_014_130,2,13,26
2024-05-02,3IBNRXV0YFBPMZBFM47U,ticket,2024_20C_014_130,3,15,45
2024-05-02,5CP8GNLW5XWAYZV7IXJI,ticket,2024_20C_014_130,5,15,75
2024-05-02,UMFUFJH8NJ5X8ZVXECZ5,drinks,,2,8,16
2024-05-02,CCK0AT281V69IWTUFIGD,ticket,2024_20C_014_130,2,13,26
2024-05-02,S35SMZKUWU2L473JNUY5,ticket,2024_20C_014_130,2,14,28
2024-05-02,FULX8AC4PKALFS96YBEC,popcorn,,3,6,18
2024-05-02,WDNWH5H157V2SL9WB1YC,ticket,2024_20C_014_130,4,12,48
2024-05-02,INJ0IFQ50D6T6F1Q5UKE,ticket,2024_20C_014_130,5,13,65
2024-05-02,TD0LK48XYLR7ZNDMW9HN,snacks,,1,9,9
2024-05-02,MFQWIHODQUUK6MLADQSI,ticket,2024_20C_014_130,2,15,30
2024-05-02,7SJGD09E8R2YJOVNP1QU,ticket,2024_20C_014_130,2,13,26
2024-05-02,4ZMKH1DLJZCB560EA3NT,ticket,2024_20C_014_130,1,8,8
2024-05-02,DUZRURZGJX7PWCYPQKO1,ticket,2024_20C_014_130,5,8,40
2024-05-02,A9DZKYZ322LKNREGZGWD,ticket,2024_20C_014_130,3,9,27
2024-05-02,VOIIGQRYN5US7MOS2QH6,drinks,,1,9,9
2024-05-02,ZC0S5UY8OCGO4VWW19YD,ticket,2024_20C_014_130,3,10,30
2024-05-02,MEDE7XOQDD7E16F87CW7,drinks,,1,7,7
2024-05-02,5DRJIQI8EGUTLFCRD8BZ,ticket,2024_20C_014_130,3,12,36
2024-05-02,R0JKIEKDQRNBX01ZUB94,drinks,,3,7,21
2024-05-02,4HID0W1Y595VPJ5Q07RZ,ticket,2024_20C_014_130,3,14,42
2024-05-02,8CPHURVC44655MXOX7Z4,ticket,2024_20C_014_130,1,15,15
2024-05-02,4MY06EO4SP5FJE0K4R1G,ticket,2024_20C_014_130,3,11,33
2024-05-02,8L6WSH1BX1STUKBUOA9V,ticket,2024_20C_014_130,3,13,39
2024-05-02,7EODSB5763CP0WYM8BDV,drinks,,2,6,12
2024-05-02,18LG046ME7Z8SUXZTB41,ticket,2024_20C_014_130,2,8,16
2024-05-02,67G7QK5JTHGYOSQ9XPHC,popcorn,,2,7,14
2024-05-02,Q69SRS3LI204Q57IATHN,ticket,2024_20C_014_130,1,11,11
2024-05-02,HWK46H8U6SSXYX59LI74,ticket,2024_20C_014_130,1,13,13
2024-05-03,P3TC9GCFJ1MAMZYEJHHW,ticket,2024_20C_014_130,1,14,14
2024-05-03,FYN24JZPVIWLH13UL851,ticket,2024_20C_014_130,5,12,60
2024-05-03,JA1P4X4VYRZ1MKWKTNIA,ticket,2024_20C_014_130,2,15,30
2024-05-03,YLEL6EZDKND9N7OSXRXH,ticket,2024_20C_014_130,3,13,39
2024-05-03,0J3S202BYPXIVZL7JR39,ticket,2024_20C_014_130,4,13,52
2024-05-03,BUO50D4ZEPZPIFBZKTLP,ticket,2024_20C_014_130,2,14,28
2024-05-03,CU08TGBONMEY005GWBES,ticket,2024_20C_014_130,3,14,42
2024-05-03,6A4S6SCT30IIBY0O79XX,ticket,2024_20C_014_130,4,8,32
2024-05-03,L2KE7N8BK42Z5P2I8DSV,ticket,2024_20C_014_130,5,9,45
2024-05-03,L1GRTE8UGFUKBZI6PI9L,snacks,,1,8,8
2024-05-03,HINBV389WZLH45M7OYRH,ticket,2024_20C_014_130,5,10,50
2024-05-03,LSH9YWR4VWKIB8AHT33Z,drinks,,1,8,8
2024-05-03,2T84LICAZB1TPP9S27OJ,popcorn,,2,8,16
2024-05-03,6PB5XIMEV9IEOHTLCC8K,ticket,2024_20C_014_130,4,10,40
2024-05-03,7WLPNU9RABR4N4TRKXOQ,ticket,2024_20C_014_130,2,11,22
2024-05-03,X5PAZHLY24VQP524IRUX,ticket,2024_20C_014_130,2,15,30
2024-05-03,K68AHPDCJYCPWK35K85Q,ticket,2024_20C_014_130,4,12,48
2024-05-03,QCE5CGJ2AH7QLLTPPOO0,ticket,2024_20C_014_130,2,15,30
2024-05-03,M005F8CXQTZS8FFOD6NX,ticket,2024_20C_014_130,2,11,22
2024-05-03,ICPEQ637G71AU8X7NI7A,ticket,2024_20C_014_130,1,15,15
2024-05-03,4B46JERMDZ6LU9HCIZA4,ticket,2024_20C_014_130,1,10,10
2024-05-03,N5220VUW78QHPZTHA9YU,drinks,,2,6,12
2024-05-03,VB5J7FGJYBAK0MCUDPK6,ticket,2024_20C_014_130,1,14,14
2024-05-03,B4FX70OS4ZHCEVWYPQHF,ticket,2024_20C_014_130,2,14,28
2024-05-03,VN6E5UVRBSQL3EIDPCRV,ticket,2024_20C_014_130,2,10,20
2024-05-03,1FJ6Q19D558HANWPXMT8,ticket,2024_20C_014_130,1,15,15
2024-05-03,Z5EHD288YVKB3W2DJ289,ticket,2024_20C_014_130,2,15,30
2024-05-03,35KDZYJGM3UPZZ7ZLEAV,ticket,2024_20C_014_130,2,10,20
2024-05-03,SXRCP5LB4A2TRT64EXG3,popcorn,,2,10,20
2024-05-03,MW5HP432LWWA78MR4HJX,ticket,2024_20C_014_130,2,13,26
2024-05-03,HPK2W6V2D3DPN38PD2N7,ticket,2024_20C_014_130,1,14,14
2024-05-03,LZQYK9OD3ZSA54IEU76S,ticket,2024_20C_014_130,4,10,40
2024-05-03,0ZPTCKY2YJQVKANS0BQA,ticket,2024_20C_014_130,3,9,27
2024-05-03,4EZF7PBOU78VGYIB16RA,ticket,2024_20C_014_130,5,13,65
2024-05-03,QM0VEAUARZQJS38MQB98,ticket,2024_20C_014_130,2,11,22
2024-05-03,FMSQP77F3LBPOM8BNW89,ticket,2024_20C_014_130,5,8,40
2024-05-03,U1C898CM2LNQNB464O61,ticket,2024_20C_014_130,3,15,45
2024-05-03,PZDQG4WVECWGUEMKUZV1,ticket,2024_20C_014_130,5,8,40
2024-05-03,2GDJX7VRBQ16EM2F6B5A,popcorn,,2,10,20
2024-05-03,NPK71L007C0HGWVZ8PGA,drinks,,2,10,20
2024-05-03,7PQDVXSJUQR3AWD4DYA7,popcorn,,3,7,21
2024-05-03,YMU25IH4YHA2LHS8BI4Z,popcorn,,3,10,30
2024-05-03,OBKEIDMCLMCEQ1SPEQ6K,ticket,2024_20C_014_130,2,12,24
2024-05-03,0VRG49AQQRJ9II83W0G4,ticket,2024_20C_014_130,3,10,30
2024-05-03,Z1IBYY1ROUZJLDSBVQ24,ticket,2024_20C_014_130,2,9,18
