timestamp,transaction_id,movie_id,ticket_amount,price,transaction_total,is_discounted,is_3D
2024-05-15,qJAlyPf4vBdTBbQ1quzp,2024_20C_014_130,3,18,54,True,True
2024-05-08,5YUPLFaBvtig3ZT8MbJD,2024_20C_014_130,2,8,16,False,False
2024-06-15,1tH51a647At5nR7meEcl,2024_20C_014_130,3,15,45,False,False
2024-06-09,O1bSk7fYrFuYoq7wmdJn,2024_20C_014_130,2,9,18,True,False
2024-05-31,E0idKeoyrblKtHKJUjnb,2024_20C_014_130,1,12,12,False,True
2024-06-10,mwRcIGhITqcuIK9p22Ls,2024_20C_014_130,2,12,24,False,False
2024-05-17,v2wFHSU6tMsYzwG99M8j,2024_20C_014_130,4,18,72,True,True
2024-06-30,Zm9suvogWX9yHOGRjaU8,2024_20C_014_130,4,19,76,True,False
2024-06-26,HnXkgfDA4LwKYsPQFsln,2024_20C_014_130,3,16,48,False,False
2024-05-19,CfuZ2IYcSdImNioaAgDv,2024_20C_014_130,2,11,22,True,True
2024-05-15,iKXF5XsQgUQMbC0AFMur,2024_20C_014_130,3,15,45,True,False
2024-05-15,tPYBZNZOwvt7snOfLUUf,2024_20C_014_130,4,18,72,True,True
2024-05-19,I2W61wv7ULOMOb8wv19w,2024_20C_014_130,4,17,68,False,True
2024-06-11,pxLKvGxwunNLruCHqpvk,2024_20C_014_130,3,18,54,True,True
2024-06-23,hso2IJ44Ndpj7uxXiYPD,2024_20C_014_130,2,10,20,True,False
2024-06-15,89jhlr8q7GbVpgwBtdtf,2024_20C_014_130,2,8,16,True,False
2024-05-30,I1qvYybgQoJbm7mhaO2x,2024_20C_014_130,4,14,56,False,True
2024-06-23,saBxjoJg2kgTt89ITnUg,2024_20C_014_130,4,14,56,False,True
2024-05-06,OM34nX5mjZM4eQox1W4K,2024_20C_014_130,1,18,18,False,False
2024-05-27,GH51l5K9XKyRgKC0bzDL,2024_20C_014_130,4,13,52,True,False
2024-05-04,txiPKLZg3UbQyqha3R8w,2024_20C_014_130,3,16,48,True,False
2024-06-09,LRb7hPViISNWVIkBkjr9,2024_20C_014_130,3,10,30,False,True
2024-05-04,1twcNocBZ64dllWhHv4I,2024_20C_014_130,1,13,13,True,True
2024-05-12,vfNEMyQGqjOJw1U1Pwvo,2024_20C_014_130,1,12,12,False,False
2024-05-23,n5cQuUqtQSEKxNpVHaWi,2024_20C_014_130,3,13,39,False,False
2024-06-20,dzx4uz0iU9fv2rbQ9aWk,2024_20C_014_130,3,19,57,True,False
2024-05-16,VdFobiUjtTrErHGzkCW3,2024_20C_014_130,1,12,12,True,False
2024-06-05,gveJcQIgS1HHhFzNM4qw,2024_20C_014_130,3,16,48,False,True
2024-05-31,TB3pSxJU52u0bgAPlDKC,2024_20C_014_130,2,9,18,False,False
2024-07-01,fcmWLp1MqxDeXp4zYSqL,2024_20C_014_130,1,18,18,True,False
2024-06-27,GrhSEAft8U5cVomuUoT6,2024_20C_014_130,2,10,20,False,False
2024-06-07,ghcqhllNMjmmTEk2k2oP,2024_20C_014_130,2,13,26,True,True
2024-05-09,J9PUjQqTadKOdY0pMk8i,2024_20C_014_130,4,8,32,True,True
2024-06-02,tOV4uZMNKNIOhh6rzucd,2024_20C_014_130,3,10,30,False,False
2024-06-02,qX2iEu15ToQDUy6NuFeF,2024_20C_014_130,2,12,24,True,True
2024-05-06,oxtrMbwCQzEr13qROuXK,2024_20C_014_130,1,10,10,False,False
2024-05-10,i48hE6zyUw24VnpiJfXC,2024_20C_014_130,3,13,39,True,False
2024-06-05,XZwTZa6oDQyoxY5B1Zeu,2024_20C_014_130,4,10,40,True,False
2024-06-12,inwNvBWrtJvNQjMj3jQk,2024_20C_014_130,2,14,28,False,False
2024-05-26,EnmDg8cFhU9P4HsHqog5,2024_20C_014_130,4,13,52,False,True
2024-06-21,vn0bPkp7mI1SGGUIiYrb,2024_20C_014_130,3,9,27,False,False
2024-06-05,Ptzfi2WOHhlvS44lLJ9Z,2024_20C_014_130,4,20,80,False,False
2024-06-26,1eONgoXhZ9DjjgaaIlvL,2024_20C_014_130,1,14,14,True,False
2024-05-21,JGUKN6YRwnYXrd75AT2Z,2024_20C_014_130,4,16,64,False,True
2024-05-12,MO3EatvMaiYlYd0h0y9e,2024_20C_014_130,3,10,30,False,True
2024-05-12,qS6oGy0YuWBLVjwAFgLY,2024_20C_014_130,4,17,68,True,False
2024-06-12,yCDfmOgpH7feGOpIHXBJ,2024_20C_014_130,2,15,30,False,False
2024-06-01,Uir1q8ZZJrb3wuIqQ0YG,2024_20C_014_130,3,14,42,False,False
2024-05-18,IKCmWRsR3YKh5pTaRLnk,2024_20C_014_130,2,11,22,True,True
2024-06-24,Ly1BFoTaB2Htj2EjA4Jl,2024_20C_014_130,4,20,80,True,True
2024-06-15,Hsjsvb6jUAgdNeW7ziP8,2024_20C_014_130,4,19,76,False,True
2024-06-30,MOUzgrYtFmlqGnmTcurz,2024_20C_014_130,1,10,10,False,True
2024-06-14,0gk6ijRcUWxCbzNXS0EK,2024_20C_014_130,2,10,20,True,False
2024-05-31,76ZSsg5Y5BUBI915L2IT,2024_20C_014_130,1,12,12,True,True
2024-06-29,KolRXRfBKQxRNqaG1eYd,2024_20C_014_130,1,19,19,True,False
2024-06-15,7Pxe77mPTuxOgj0uUL4A,2024_20C_014_130,3,11,33,False,False
2024-05-30,1cEYsxaEoBFyQK5DwaPN,2024_20C_014_130,3,19,57,True,True
2024-06-30,9w6gNQY0FNZQ0psG0gqR,2024_20C_014_130,3,17,51,False,True
2024-06-02,kkl0jPYWoE2hIZBvhSJv,2024_20C_014_130,1,20,20,False,False
2024-05-14,mN0Xo31hwkmTCVuN6Xre,2024_20C_014_130,4,17,68,True,False
2024-06-25,HibjPWSRAVys9fkgDgOu,2024_20C_014_130,4,14,56,True,True
2024-06-20,MGZlq3uLqlYeVoDdoBAG,2024_20C_014_130,2,19,38,False,False
2024-05-24,XkZAC5w2zTpIFDXaXnJF,2024_20C_014_130,3,14,42,False,True
2024-05-25,VTwRmHdeQbhKwrYZwCUP,2024_20C_014_130,2,10,20,False,False
2024-06-10,F7niH4vnfYyAKAl3Lzkv,2024_20C_014_130,3,13,39,False,True
2024-05-29,yBjEbsbErerDWmPpLfU6,2024_20C_014_130,2,16,32,False,False
2024-05-23,FRtKwFVrJI6mapE18p2Y,2024_20C_014_130,2,13,26,True,True
2024-06-21,qXEQQd66nmIPtOxfl95s,2024_20C_014_130,4,19,76,True,True
2024-06-04,xEUNkHYaSy7juYuWVSNg,2024_20C_014_130,4,16,64,True,True
2024-05-10,VCz1fsZtMXu2gizT0ZIS,2024_20C_014_130,4,16,64,True,True
2024-06-07,jVbCsOqePQhdBsjLhpX8,2024_20C_014_130,4,12,48,True,True
2024-06-18,ksrRy2DciJUm1lNg4rzj,2024_20C_014_130,2,13,26,False,False
2024-05-13,mBmeEnh123ZqRRwrEpGt,2024_20C_014_130,2,18,36,True,True
2024-06-11,QPcUaiFgflnaAbCFmroE,2024_20C_014_130,4,12,48,False,True
2024-06-19,KhAoVSasyfzIof3nV9Z6,2024_20C_014_130,3,18,54,False,False
2024-06-17,EfqXy5cSNoVtyexof6yS,2024_20C_014_130,4,18,72,True,False
2024-06-01,cnTVvPUMwsg8XbmjH7Ya,2024_20C_014_130,3,18,54,True,False
2024-06-19,wNHhx1aUw12wq19BVlyZ,2024_20C_014_130,3,14,42,False,False
2024-06-07,Bnk9coLmWyKn0Z9KU3IX,2024_20C_014_130,3,17,51,False,False
2024-06-11,fSTr6GVYExp0BhqWaWxP,2024_20C_014_130,2,11,22,True,False
2024-06-08,xBXIKvo7DgwMO3la1PNu,2024_20C_014_130,4,8,32,True,True
2024-06-01,fsDJwep3lBv6Q9fBmk8X,2024_20C_014_130,3,13,39,True,True
2024-05-17,G4c9gSbwHV0FeNtPA9DV,2024_20C_014_130,4,20,80,True,True
2024-07-01,GZ2FBDWwv3ndVxdDpzSN,2024_20C_014_130,1,12,12,False,False
2024-06-08,o5U7e24wa86iXQ0s8OsV,2024_20C_014_130,2,13,26,False,True
2024-06-24,3vIUGSMCrQJCK8JAM4EQ,2024_20C_014_130,4,20,80,False,False
2024-06-27,dlSU3u4Zmhty6awPvc00,2024_20C_014_130,3,11,33,False,True
2024-06-22,5qv5dAW7VlL8b4lidOvV,2024_20C_014_130,4,18,72,False,True
2024-06-11,WkiahnUT0AxiCJyAAXDS,2024_20C_014_130,3,8,24,True,False
2024-06-24,p56vKQmr4odeszXc73Qk,2024_20C_014_130,4,13,52,True,False
2024-05-23,ZJPGQAtxK83RJm8ucHnL,2024_20C_014_130,1,11,11,True,False
2024-05-29,VpWSzh1paYXHFTrFwRhv,2024_20C_014_130,1,14,14,False,False
2024-06-23,wjH024EeJEKPG271nRfE,2024_20C_014_130,2,16,32,True,True
2024-05-10,8q6uhdj6QRSzUAlKOGRi,2024_20C_014_130,4,15,60,False,False
2024-05-20,d9zRsuHTMNWIjr21enP0,2024_20C_014_130,2,9,18,False,True
2024-06-03,VYhd9SvqHnxJieTx8c77,2024_20C_014_130,4,12,48,False,True
2024-06-09,D6L8xBJmXDVRBWsKSN7o,2024_20C_014_130,2,10,20,True,False
2024-05-10,K6LE315jkVbq3qsXge2c,2024_20C_014_130,4,8,32,False,True
2024-05-24,08VP3PPUhL3Xvk2oFNsC,2024_20C_014_130,3,9,27,False,True
2024-06-02,erOnc7XDScAhl7IfDSzz,2024_20C_014_130,3,9,27,True,False
2024-06-20,0cnw3emJVtxg8U0aJ4Ym,2024_20C_014_130,2,8,16,True,True
2024-07-01,5B21GrRCslz11fTODxgf,2024_20C_014_130,4,12,48,False,False
2024-06-02,rIHvD1aGTu4c4Tdp4dbP,2024_20C_014_130,3,13,39,False,True
2024-05-21,X2WQ3EZmxu9YT8jZkRKy,2024_20C_014_130,4,9,36,True,True
2024-05-21,2DpJGEhqvsLQgTUkk6TA,2024_20C_014_130,1,14,14,False,False
2024-06-08,8VDqSd1uoLbj06UPXN8Q,2024_20C_014_130,1,11,11,True,True
2024-06-25,l1l08ZyL6C34l4KGaoH6,2024_20C_014_130,2,16,32,True,False
2024-05-11,VoY0pbnPv0qLn8uNLcVP,2024_20C_014_130,1,9,9,True,True
2024-05-11,nHb42PpmR4FclaYrqNRg,2024_20C_014_130,3,16,48,True,True
2024-05-09,2E4CVqmtQgIJRVHBl2TF,2024_20C_014_130,4,8,32,True,False
2024-06-19,MNCIEEmo8krXmkRDVqGS,2024_20C_014_130,4,18,72,False,True
2024-06-24,OMW6rCFKIA13zWWe9koU,2024_20C_014_130,4,19,76,False,False
2024-05-03,iAvnmajPOtpaCB354aHW,2024_20C_014_130,3,15,45,False,True
2024-05-02,lKRdV17ReveZNA6KCIQN,2024_20C_014_130,4,18,72,True,True
2024-05-16,PEkSg5iY6isTGeTojYVP,2024_20C_014_130,1,19,19,False,False
2024-05-08,BjS3ukL3rcOxjygBNDne,2024_20C_014_130,4,15,60,True,True
2024-06-18,xRvBpymEMUK6vxiiR8tV,2024_20C_014_130,2,12,24,False,False
2024-05-09,B7H24P3sU0u5Z11RpiYY,2024_20C_014_130,2,8,16,True,False
2024-06-01,t8EGHC7DSHwU32yHyKGF,2024_20C_014_130,1,10,10,True,False
2024-05-13,e97TjSrD0UvdnLPe9J3J,2024_20C_014_130,3,11,33,True,True
2024-06-08,HZquJYPQN5qJH4tNSqT7,2024_20C_014_130,3,8,24,False,True
2024-06-23,tf9x83EqzqnnTTC7BfSx,2024_20C_014_130,4,9,36,False,False
2024-05-15,JZJJ8SmI4Vx2rToBphQx,2024_20C_014_130,4,14,56,True,True
2024-06-05,6Jwmf4HOZwc0JPbUFvL3,2024_20C_014_130,3,15,45,True,True
2024-05-11,TVrlr1CkjK4TZo7Z3YJP,2024_20C_014_130,4,15,60,True,False
2024-05-15,K8Le9xrZoOwiZQbTsUMe,2024_20C_014_130,4,16,64,False,True
2024-05-06,N1V2yyFvZz4Zk23tFB6l,2024_20C_014_130,2,17,34,True,False
2024-06-14,xA7icR7xNQDBMxvSCICJ,2024_20C_014_130,1,12,12,False,True
2024-06-10,JMrz9RrrcJqms5rck6mZ,2024_20C_014_130,3,17,51,False,False
2024-06-02,eXoN9f4gcyUWP4bPk4zz,2024_20C_014_130,3,9,27,False,True
2024-05-19,cIdWubnMgMLVZ4KcNqZQ,2024_20C_014_130,2,19,38,True,True
2024-06-23,JNZIQPw1vETRr2cICCfY,2024_20C_014_130,1,10,10,False,False
2024-05-22,VinPjkjgyC3Dzp6chOrp,2024_20C_014_130,4,16,64,False,True
2024-06-06,K8fauCZEKLnyxFj6xRsu,2024_20C_014_130,1,20,20,True,False
2024-06-17,pRIhNSdSWe6vge806XKr,2024_20C_014_130,1,10,10,True,True
2024-06-06,uo64LZj7H1qSN7AROAxx,2024_20C_014_130,4,19,76,True,True
2024-05-11,Ph17WNMJP8a3xgvyfmiA,2024_20C_014_130,2,13,26,True,True
2024-06-23,6tUR4cu514TQEDaRboT9,2024_20C_014_130,4,14,56,True,True
2024-06-01,Z7qJrPK5tMcaFOErKwcQ,2024_20C_014_130,2,20,40,False,True
2024-05-02,oFAMhMySNQvxL0flRfwl,2024_20C_014_130,2,18,36,True,True
2024-06-11,na1rNfQchAveupsrisWY,2024_20C_014_130,3,9,27,False,True
2024-06-26,fOpTWz5f69XxwiHoGSdg,2024_20C_014_130,4,20,80,True,True
2024-05-01,ADYTsAGHuC5NqVVRE1AG,2024_20C_014_130,3,15,45,True,True
2024-05-11,CZV1I5kvZw0usav8lUUG,2024_20C_014_130,2,15,30,True,True
2024-06-22,oFLrIQYWwgLibn1cGBce,2024_20C_014_130,2,19,38,True,True
2024-05-10,agrRhSAT1T1ufX6im7Jq,2024_20C_014_130,1,8,8,True,False
2024-05-03,aJMeOb2zrRZZLr1ywmND,2024_20C_014_130,4,18,72,False,True
2024-05-05,CKbzcy2mPkd0GC4YoLPX,2024_20C_014_130,2,20,40,False,False
2024-06-20,S53PfmPpZUwCgebgHAv2,2024_20C_014_130,1,8,8,True,True
2024-06-23,FcZrM4lBICC2yWEE7pD8,2024_20C_014_130,2,17,34,True,True
2024-05-26,y8MQ246ZidehldusrzqJ,2024_20C_014_130,1,9,9,False,True
2024-06-22,vyv3vuP5bvb1aXMUsnDK,2024_20C_014_130,4,19,76,True,False
2024-05-13,s91Oc5l21qpIQGEzABqW,2024_20C_014_130,1,15,15,False,True
2024-06-17,LeEC4gM7Itmd5DPAnm6o,2024_20C_014_130,4,14,56,True,True
2024-06-09,shEOC3JYWbJh2d1ClUIt,2024_20C_014_130,4,14,56,False,False
2024-05-14,IOynBkBYAC9etnryDrP1,2024_20C_014_130,3,11,33,False,True
2024-05-27,ZFu1qOfyydcxFdyvpy4o,2024_20C_014_130,3,14,42,False,True
2024-05-11,CLfp3MAt9lfPJ3Zp9ETg,2024_20C_014_130,4,19,76,True,False
2024-05-20,PfciTFN5aawSg5qMRbBj,2024_20C_014_130,3,15,45,True,True
2024-05-18,BgVonq11Bwo0hhRi0x4l,2024_20C_014_130,4,20,80,True,True
2024-06-18,jzVVyv4WSVI5lMCP9JIK,2024_20C_014_130,2,8,16,True,True
2024-06-22,PhGeWJYrKE03yGqd1h5t,2024_20C_014_130,3,17,51,True,True
2024-05-06,sV1hwBu8siCZcairuXLt,2024_20C_014_130,2,19,38,False,False
2024-06-24,SiZT2XsUmVUu12hat8R9,2024_20C_014_130,3,20,60,True,True
2024-05-05,QO0gT4CObkwFSeaiEsqP,2024_20C_014_130,1,16,16,False,True
2024-06-27,ZM2wYOZjUi7I27F2NpR6,2024_20C_014_130,3,13,39,False,True
2024-06-29,wpky8BpeBUj8tMzucDia,2024_20C_014_130,4,14,56,True,False
2024-05-01,tStsgrvGj3rcFYOgxQZY,2024_20C_014_130,3,16,48,True,False
2024-06-12,AaUSRN62CVlA7a9TgG6G,2024_20C_014_130,2,20,40,False,False
2024-05-06,6jtCN8gA9riGKrHilP34,2024_20C_014_130,3,14,42,False,False
2024-06-05,dtKu2ydhten0bpQkkLKe,2024_20C_014_130,2,14,28,False,True
2024-06-17,sYEjXizlOiUCkwKnBaJK,2024_20C_014_130,3,20,60,True,False
2024-06-10,RkMu4Nli506jo7Ri6mC2,2024_20C_014_130,4,10,40,True,True
2024-05-08,mTRHo5xNrJ6Cri2770sm,2024_20C_014_130,3,18,54,True,True
2024-06-12,fpkFi3kRaIb4ZJ1zQI19,2024_20C_014_130,4,15,60,True,False
2024-06-16,6AnRDfvp8kSWOKMYwYdI,2024_20C_014_130,2,18,36,False,True
2024-06-21,5HQsa3UkN5NSq7RFe9OZ,2024_20C_014_130,3,11,33,False,False
2024-05-16,mLCAhOYzy6PrWH6kzhce,2024_20C_014_130,2,10,20,True,True
2024-06-04,PAvBPhqWsEI1egILpqiv,2024_20C_014_130,4,20,80,False,False
2024-06-29,Budc1EY2ZSDh7gMr1oPE,2024_20C_014_130,2,18,36,True,False
2024-06-02,YRnRVbheKM5cU7fch7Y6,2024_20C_014_130,2,15,30,False,False
2024-05-21,C1nVRenidl59W7zrkcJO,2024_20C_014_130,2,16,32,True,True
2024-06-23,z38ANwpSydeRwfgzoGmb,2024_20C_014_130,4,10,40,True,True
2024-06-26,2r1i9r3kgDqi1eSijCQf,2024_20C_014_130,2,15,30,False,False
2024-05-03,rvxv1JdcLaLo6HL2nwgQ,2024_20C_014_130,2,12,24,False,True
2024-06-15,dj048vjshfUKD1d3OMDj,2024_20C_014_130,3,13,39,True,False
2024-06-17,1Xl2VSj56UsjdslBu1Oh,2024_20C_014_130,2,8,16,False,False
2024-05-19,fnR44tYYBXgxBMxfj7NG,2024_20C_014_130,1,20,20,False,False
2024-06-07,xTdYYib6g3Nf7h0F0dep,2024_20C_014_130,4,12,48,True,False
2024-06-16,JzF8BMOuPsFaiB6LEW1l,2024_20C_014_130,4,8,32,False,False
2024-06-17,yuvzHXe83EashwGWYUSr,2024_20C_014_130,2,13,26,False,True
2024-06-25,GUKF48D16mO8CRnSIBjQ,2024_20C_014_130,4,15,60,True,False
2024-06-18,E6HqY8OUGqyIZ7D0xyrl,2024_20C_014_130,3,14,42,False,False
2024-05-15,zaUm7PR3XyJpNXiG2kjk,2024_20C_014_130,2,19,38,True,True
2024-06-16,KySUPqKUYh5NlL1TuaMq,2024_20C_014_130,2,19,38,True,False
2024-06-23,B5Q70FXElPRg8ci4fYTt,2024_20C_014_130,2,17,34,False,True
2024-05-24,aSG97HcTTW1JmfYuJw65,2024_20C_014_130,4,18,72,False,False
2024-06-14,BmqageYYsaJR9X9Jm1qL,2024_20C_014_130,1,18,18,True,False
2024-05-16,f3B5XOlu26hoHd8oBdxu,2024_20C_014_130,1,15,15,True,True
2024-06-06,585FmYoblfNjKnLxc2Mr,2024_20C_014_130,1,13,13,True,False
2024-05-22,R5bifJeW8oJh275dlGt8,2024_20C_014_130,2,18,36,True,False
2024-05-16,gPgQDb7bZgJzBcmWoGTy,2024_20C_014_130,3,8,24,True,True
2024-06-20,XZdzQEIqS7AcvEhPiIuZ,2024_20C_014_130,3,18,54,True,True
2024-06-27,lLqqtxA7HRGorYHhsDyx,2024_20C_014_130,4,19,76,False,False
2024-05-06,zFF6JpNgKeGaJIrtisSG,2024_20C_014_130,3,18,54,True,True
2024-06-09,uqgXXdi7R2RlEuepxFzd,2024_20C_014_130,2,14,28,False,False
2024-06-29,QQPZezvJnfybZvm3mzCi,2024_20C_014_130,1,11,11,True,False
2024-06-29,l8P3apI6MngeeJ3FC2W5,2024_20C_014_130,4,12,48,True,True
2024-05-18,aR29i8tr1jGggUMKxssL,2024_20C_014_130,2,12,24,False,False
2024-06-09,Tx4TDXpfymXEIXvnjwSn,2024_20C_014_130,3,11,33,False,True
2024-05-11,N8YWB5rlb6kyP0umqbw4,2024_20C_014_130,2,13,26,False,False
2024-06-19,oQF0QreHlinaCToWLExO,2024_20C_014_130,3,12,36,True,False
2024-05-25,kwcVLpfbHe6Fp8x5fvmw,2024_20C_014_130,2,15,30,True,True
2024-06-20,KQfTMm58zz2PILd4eVQh,2024_20C_014_130,3,20,60,False,False
2024-05-08,9ZwCp0laqsl2fhEyovjG,2024_20C_014_130,3,10,30,False,True
2024-06-30,9FSuVWSjakJcVvFxcWrD,2024_20C_014_130,1,15,15,False,False
2024-07-01,KGRbP1EoEiU4Ozj5mTmb,2024_20C_014_130,2,17,34,False,False
2024-05-21,ZDegxwtkDOk1t9tOaCkg,2024_20C_014_130,4,8,32,False,True
2024-05-20,112B8fjj3OVAjqmEuVzK,2024_20C_014_130,1,17,17,False,False
2024-05-07,1HXgYSmXbZG5fXxIY8S8,2024_20C_014_130,3,11,33,False,True
2024-05-27,rOTZyU9lwCjqSAEgdttU,2024_20C_014_130,1,13,13,False,False
2024-05-03,7HSRpCK6D1dz6O84rRxc,2024_20C_014_130,3,15,45,False,False
2024-06-13,z80Ds2xPMQLdqriepaNq,2024_20C_014_130,4,9,36,False,False
2024-05-13,chbRt7QB30LV94eSK9RD,2024_20C_014_130,3,14,42,False,False
2024-05-18,27aMeMbVMXT9Bq54Nngj,2024_20C_014_130,1,10,10,False,True
2024-06-27,Rbsfm3gpWE7mYsPU7wBo,2024_20C_014_130,2,12,24,False,False
